ID,Occupancy,Description,Source,Damage Type,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
161,COM1 ,"Used Appliances/Cloth, contents (Equipment)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
162,COM1 ,"Used Appliances/Cloth, contents (Inventory)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.25,0.35,0.4,0.5,0.6,0.8,0.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
163,COM1 ,"Used Furniture, contents (Equipment)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
164,COM1 ,"Used Furniture, contents (Inventory)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.45,0.65,0.8,0.8,0.85,0.85,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
165,COM1 ,"Vacuum Cleaner Sales, contents (Equipment)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0,0.2,0.25,0.3,0.35,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
166,COM1 ,"Vacuum Cleaner Sales, contents (Inventory)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.7,0.8,0.9,0.95,0.97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
167,COM1 ,"Video Games, contents (Equipment)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.05,0.1,0.2,0.3,0.45,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.75,0.75,1,1,1,1,1,1,1,1
168,COM1 ,"Video Games, contents (Inventory)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
169,COM1 ,"Bakery, contents, salt water, long duration",USACE - New Orleans,Content,0,0,0,0,0,0,0,0,0,0,0.98,0.99,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
170,COM1 ,"Bakery, contents, fresh water, short duration",USACE - New Orleans,Content,0,0,0,0,0,0,0,0,0,0,0.33,0.74,0.81,0.85,0.88,0.96,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
171,COM1 ,"Candy Store, contents, salt water, long duration",USACE - New Orleans,Content,0,0,0,0,0,0,0,0,0,0,0.98,0.99,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
172,COM1 ,"Candy Store, contents, fresh water, short duration",USACE - New Orleans,Content,0,0,0,0,0,0,0,0,0,0,0.33,0.74,0.81,0.85,0.88,0.96,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
173,COM1 ,"Clothing Store, contents, salt water, long duration",USACE - New Orleans,Content,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
174,COM1 ,"Clothing Store, contents, fresh water, short duration",USACE - New Orleans,Content,0,0,0,0,0,0,0,0,0,0,0.35,0.48,0.54,0.54,0.55,0.55,0.55,0.55,0.55,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1
175,COM1 ,"Convenience Store, contents, salt water, long duration",USACE - New Orleans,Content,0,0,0,0,0,0,0,0,0,0,0.98,0.99,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
176,COM1 ,"Convenience Store, contents, fresh water, short duration",USACE - New Orleans,Content,0,0,0,0,0,0,0,0,0,0,0.33,0.74,0.81,0.85,0.88,0.96,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
177,COM1 ,"Department Store, contents, salt water, long duration",USACE - New Orleans,Content,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
178,COM1 ,"Department Store, contents, fresh water, short duration",USACE - New Orleans,Content,0,0,0,0,0,0,0,0,0,0,0.35,0.48,0.54,0.54,0.55,0.55,0.55,0.55,0.55,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1
179,COM1 ,"Furniture Store, contents, salt water, long duration",USACE - New Orleans,Content,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
180,COM1 ,"Furniture Store, contents, fresh water, short duration",USACE - New Orleans,Content,0,0,0,0,0,0,0,0,0,0,0.35,0.48,0.54,0.54,0.55,0.55,0.55,0.55,0.55,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1
181,COM1 ,"Gas Stations, contents, salt water, long duration",USACE - New Orleans,Content,0,0,0,0,0,0,0,0,0,0,0.98,0.99,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
182,COM1 ,"Gas Stations, contents, fresh water, short duration",USACE - New Orleans,Content,0,0,0,0,0,0,0,0,0,0,0.33,0.74,0.81,0.85,0.88,0.96,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
183,COM1 ,"Large Grocery, contents, salt water, long duration",USACE - New Orleans,Content,0,0,0,0,0,0,0,0,0,0,0.98,0.99,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
184,COM1 ,"Large Grocery, contents, fresh water, short duration",USACE - New Orleans,Content,0,0,0,0,0,0,0,0,0,0,0.33,0.74,0.81,0.85,0.88,0.96,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
185,COM1 ,"Neighborhood Grocery, contents, salt water, long duration",USACE - New Orleans,Content,0,0,0,0,0,0,0,0,0,0,0.98,0.99,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
186,COM1 ,"Neighborhood Grocery, contents, fresh water, short duration",USACE - New Orleans,Content,0,0,0,0,0,0,0,0,0,0,0.33,0.74,0.81,0.85,0.88,0.96,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
187,COM1 ,"Home Repair Store, contents, salt water, long duration",USACE - New Orleans,Content,0,0,0,0,0,0,0,0,0,0,0.88,0.88,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
188,COM1 ,"Home Repair Store, contents, fresh water, short duration",USACE - New Orleans,Content,0,0,0,0,0,0,0,0,0,0,0.17,0.45,0.6,0.65,0.86,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94
189,COM1 ,"Liquor Store, contents, salt water, long duration",USACE - New Orleans,Content,0,0,0,0,0,0,0,0,0,0,0.98,0.99,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
190,COM1 ,"Liquor Store, contents, fresh water, short duration",USACE - New Orleans,Content,0,0,0,0,0,0,0,0,0,0,0.33,0.74,0.81,0.85,0.88,0.96,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
191,COM1 ,"Shoe Store, contents, salt water, long duration",USACE - New Orleans,Content,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
192,COM1 ,"Shoe Store, contents, fresh water, short duration",USACE - New Orleans,Content,0,0,0,0,0,0,0,0,0,0,0.35,0.48,0.54,0.54,0.55,0.55,0.55,0.55,0.55,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1
193,COM1 ,"Wine Store, contents, salt water, long duration",USACE - New Orleans,Content,0,0,0,0,0,0,0,0,0,0,0.98,0.99,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
194,COM1 ,"Wine Store, contents, fresh water, short duration",USACE - New Orleans,Content,0,0,0,0,0,0,0,0,0,0,0.33,0.74,0.81,0.85,0.88,0.96,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
195,COM2 ,"Average wholesale trade, Contents",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0.03,0.16,0.27,0.36,0.49,0.57,0.63,0.69,0.72,0.76,0.8,0.82,0.84,0.86,0.87,0.87,0.88,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89
196,COM2 ,"Auto Parts, contents (Inventory)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.18,0.3,0.59,0.7,0.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
197,COM2 ,"Auto Parts/Mufflers, contents (Inventory)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.4,0.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
198,COM2 ,"Heavy Equipment Storage, contents (Equipment)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0.14,0.17,0.2,0.23,0.25,0.29,0.35,0.38,0.42,0.51,0.63,0.77,1,1,1,1,1,1,1,1,1,1,1,1,1
199,COM2 ,"Food Warehouse, contents (Inventory)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.25,0.4,0.55,0.7,0.85,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
200,COM2 ,"Highway Material Storage, contents (Equipment)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0.1,0.1,0.25,0.25,0.5,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
201,COM2 ,"Jewelry, contents (Inventory)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.07,0.15,0.24,0.33,0.39,0.45,0.51,0.56,0.61,0.65,0.7,0.74,0.79,0.83,0.87,0.92,0.95,0.96,0.96,0.96,0.96,0.96,0.96,0.96
202,COM2 ,"Lumber Yard, contents (Inventory)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.2,0.3,0.45,0.6,0.75,0.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
203,COM2 ,"Medical Supplies, contents (Equipment)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
204,COM2 ,"Medical Supplies, contents (Inventory)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.11,0.2,0.27,0.35,0.43,0.5,0.57,0.65,0.73,0.8,0.88,0.96,1,1,1,1,1,1,1,1,1,1,1,1
205,COM2 ,"Municipal Storage Warehouse, contents (Equipment)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.28,0.4,0.58,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
206,COM2 ,"Municipal Storage Warehouse, contents (Inventory)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.11,0.16,0.19,0.21,0.23,0.28,0.35,0.47,0.67,0.85,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
207,COM2 ,"Paper Products Warehouse, contents (Equipment)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.22,0.42,0.58,0.75,0.87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
208,COM2 ,"Paper Products Warehouse, contents (Inventory)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.17,0.27,0.36,0.44,0.52,0.59,0.67,0.73,0.8,0.9,0.98,1,1,1,1,1,1,1,1,1,1,1,1,1
209,COM2 ,"Safety Equipment, contents (Equipment)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.12,0.25,0.37,0.5,0.62,0.75,0.87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
210,COM2 ,"Safety Equipment, contents (Inventory)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.12,0.25,0.37,0.5,0.62,0.75,0.85,0.93,0.97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
211,COM2 ,"Sporting Goods, contents (Equipment)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
212,COM2 ,"Sporting Goods, contents (Inventory)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.2,0.3,0.5,0.53,0.55,0.57,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
213,COM2 ,"Sporting Goods Warehouse, contents (Equipment)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.35,0.5,0.63,0.75,0.87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
214,COM2 ,"Sporting Goods Warehouse, contents (Inventory)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.35,0.5,0.63,0.75,0.87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215,COM2 ,"Storage - Chemicals, contents (Equipment)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.1,0.15,0.2,0.25,0.35,0.45,0.55,0.65,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
216,COM2 ,"Storage - Chemicals, contents (Inventory)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.15,0.2,0.3,0.4,0.5,0.6,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
217,COM2 ,"Storage - Machine Parts, contents (Inventory)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.2,0.3,0.4,0.5,0.5,0.5,0.75,0.75,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
218,COM2 ,"T.V. Station, contents (Equipment)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.03,0.09,0.09,0.09,0.09,0.11,0.13,0.15,0.18,0.22,0.26,0.3,0.35,0.43,0.54,0.7,0.95,1,1,1,1,1,1,1
219,COM2 ,"T.V. Repair, contents (Equipment)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0.07,0.1,0.11,0.13,0.16,0.21,0.27,0.34,0.42,0.52,0.63,0.74,0.86,1,1,1,1,1,1,1,1,1,1,1,1
220,COM2 ,"T.V. Repair, contents (Inventory)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221,COM2 ,"Trailer Parts, contents (Equipment)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
222,COM2 ,"Trailer Parts, contents (Inventory)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0,0.08,0.16,0.28,0.32,0.4,0.43,0.46,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
223,COM2 ,"Warehouse, contents (Inventory)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.11,0.16,0.19,0.21,0.23,0.28,0.35,0.47,0.67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
224,COM2 ,"Beer Warehouse, contents (Equipment)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.25,0.4,0.55,0.7,0.85,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
225,COM2 ,"Beer Warehouse, contents (Inventory)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
226,COM2 ,"Bottled Gases Warehouse, contents (Equipment)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.35,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
227,COM2 ,"Bottled Gases Warehouse, contents (Inventory)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
228,COM2 ,"Cement Warehouse, contents (Inventory)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0.6,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
229,COM2 ,"Detergents Warehouse, contents (Equipment)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.05,0.1,0.15,0.2,0.25,0.35,0.35,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
230,COM2 ,"Detergents Warehouse, contents (Inventory)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
231,COM2 ,"Heavy Machinery Warehouse, contents (Equipment)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.05,0.11,0.17,0.2,0.23,0.25,0.29,0.35,0.42,0.51,0.63,0.77,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
232,COM2 ,"Heavy Machinery Warehouse, contents (Inventory)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.1,0.25,0.25,0.35,0.4,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.85,0.85,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
233,COM2 ,"Petroleum Warehouse, contents (Equipment)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.35,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
234,COM2 ,"Petroleum Warehouse, contents (Inventory)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.4,0.6,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
235,COM2 ,"Western Auto, contents (Equipment)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.06,0.08,0.16,0.59,0.65,0.7,0.73,0.77,0.81,0.84,0.87,0.9,0.93,0.96,1,1,1,1,1,1,1,1,1,1
236,COM2 ,"Western Auto, contents (Inventory)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.23,0.5,0.75,0.87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
237,COM2 ,"Warehouse, contents, salt water, long duration",USACE - New Orleans,Content,0,0,0,0,0,0,0,0,0,0,0.53,0.7,0.8,0.96,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
238,COM2 ,"Warehouse, contents, fresh water, short duration",USACE - New Orleans,Content,0,0,0,0,0,0,0,0,0,0,0.19,0.31,0.4,0.45,0.49,0.54,0.58,0.63,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72
239,COM2 ,"Warehouse, contents, fresh water",USACE - St. Paul,Content,0,0,0,0,0,0,0,0,0,0.15,0.31,0.43,0.53,0.61,0.67,0.71,0.73,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.9,0.91,0.92
240,COM3 ,"Average personal/repair services, Contents (Invetory)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0.04,0.29,0.46,0.67,0.79,0.85,0.91,0.92,0.92,0.93,0.94,0.96,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
241,COM3 ,"Auto Repair, contents (Equipment)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.3,0.56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
242,COM3 ,"Auto Repair, contents (Inventory)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0.5,0.8,0.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
243,COM3 ,"Auto Service, contents (Inventory)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0.1,0.4,0.6,0.85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
244,COM3 ,"Barber Shop, contents (Equipment)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0.22,0.29,0.37,0.48,0.62,0.78,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
245,COM3 ,"Barber Shop, contents (Inventory)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.15,0.5,0.75,0.88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
246,COM3 ,"Beauty Shop, contents (Equipment)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.7,0.87,0.94,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
247,COM3 ,"Beauty Shop, contents (Inventory)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.18,0.31,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
248,COM3 ,"Boat Service, contents (Equipment)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.08,0.12,0.2,0.29,0.4,0.5,0.59,0.67,0.75,0.84,0.92,1,1,1,1,1,1,1,1,1,1,1,1,1
249,COM3 ,"Boat Service, contents (Inventory)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0.08,0.33,0.52,0.7,0.75,0.88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
250,COM3 ,"Car Wash, contents (Equipment)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.1,0.25,0.4,0.5,0.6,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
251,COM3 ,"Car Wash, contents (Inventory)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
252,COM3 ,"Cemetary Complex, contents (Equipment)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.29,0.34,0.76,0.88,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
253,COM3 ,"Cemetary Complex, contents (Inventory)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.92,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
254,COM3 ,"Cleaners, contents (Equipment)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.5,0.75,0.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
255,COM3 ,"Cleaners-substation, contents (Equipment)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.04,0.1,0.75,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
256,COM3 ,"Cleaners-substation, contents (Inventory)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.49,0.75,0.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
257,COM3 ,"Private Day Care, contents (Equipment)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.2,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
258,COM3 ,"Private Day Care, contents (Inventory)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
259,COM3 ,"Funeral Home, contents (Inventory)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.6,0.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260,COM3 ,"Laundry, contents (Equipment)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.05,0.1,0.13,0.16,0.19,0.22,0.27,0.33,0.4,0.47,0.56,0.65,0.74,0.84,0.94,1,1,1,1,1,1,1,1,1
261,COM3 ,"Photo Studio, contents (Equipment)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
262,COM3 ,"Photo Studio, contents (Inventory)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
263,COM3 ,"Truck Mfg & Sales, contents (Equipment)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
264,COM3 ,"Truck Mfg & Sales, contents (Inventory)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.34,0.5,0.57,0.65,0.71,0.76,0.8,0.88,0.89,0.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1
265,COM3 ,"Washateria, contents (Equipment)",USACE - Galveston,Content,0,0,0,0,0,0,0,0,0,0,0.2,0.55,0.78,0.83,0.86,0.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
